Organism,Amikacin,Ampicillin,AMPICILLIN_SULBACTAM,CEFAZOLIN,CEFEPIME,CEFPODOXIME,CEFTAZIDIME,CEFTRIAXONE,CHLORAMPHENICOL,CIPROFLOXACIN,CLINDAMYCIN,DAPTOMYCIN,ERYTHROMYCIN,GENTAMICIN,IMIPENEM,LEVOFLOXACIN,LINEZOLID,MEROPENEM,NITROFURANTOIN,OXACILLIN,PENICILLIN,PENICILLIN_G,PIPERACILLIN,PIPERACILLIN_TAZO,RIFAMPIN,TETRACYCLINE,TOBRAMYCIN,TRIMETHOPRIM_SULFA,VANCOMYCIN
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1.0
ESCHERICHIA COLI,0,-1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,1.0
NON-FERMENTER  NOT PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,1.0
NON-FERMENTER  NOT PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,-1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ENTEROCOCCUS SP.,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,-1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0
ESCHERICHIA COLI,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1.0,0
ENTEROBACTER CLOACAE,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1.0,0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1.0,0
STENOTROPHOMONAS (XANTHOMONAS) MALTOPHILIA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0
SERRATIA MARCESCENS,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1.0,0
ESCHERICHIA COLI,0,-1,1,1,1,0,1,1,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,1.0,1.0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,-1,0,0,0,0,1,0,1.0,1.0
CITROBACTER FREUNDII COMPLEX,0,0,0,0,1,0,-1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0
ACINETOBACTER BAUMANNII,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1.0,0
ENTEROBACTER ASBURIAE,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1.0,0
KLEBSIELLA SPECIES,0,0,-1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-1,1.0,0
ENTEROCOCCUS FAECALIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
KLEBSIELLA OXYTOCA,0,0,-1,1,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,-1,1.0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ESCHERICHIA COLI,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,1.0,0
KLEBSIELLA PNEUMONIAE,1,0,1,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.0,0
ESCHERICHIA COLI,0,-1,-1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,-1.0,0
ESCHERICHIA COLI,0,-1,-1,0,1,0,1,1,0,-1,0,0,0,1,1,-1,0,1,1,0,0,0,-1,1,0,0,1,1.0,0
ENTEROBACTER CLOACAE,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0
ESCHERICHIA COLI,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1.0,0
ESCHERICHIA COLI,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1.0,0
KLEBSIELLA PNEUMONIAE,0,0,1,1,0,0,1,1,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0
ESCHERICHIA COLI,0,-1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1.0,0
ESCHERICHIA COLI,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,-1,0,0,0,1,1,0,0,1.0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1.0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1.0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
KLEBSIELLA PNEUMONIAE,0,0,-1,-1,-1,0,-1,-1,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
KLEBSIELLA PNEUMONIAE,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1.0,0
ACINETOBACTER BAUMANNII,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,1,0,0
ACINETOBACTER BAUMANNII,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,1,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,1,0,0,1,0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1.0
PSEUDOMONAS AERUGINOSA,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,1,-1,0,0,1,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0
KLEBSIELLA PNEUMONIAE,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,1.0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ENTEROCOCCUS SP.,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1.0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
PSEUDOMONAS AERUGINOSA,-1,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
PSEUDOMONAS AERUGINOSA,1,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,1.0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,0,1.0
KLEBSIELLA PNEUMONIAE,0,0,-1,-1,-1,0,-1,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1.0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,1,1,0,0,1,0,0
ENTEROCOCCUS SP.,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1.0
ENTEROCOCCUS FAECALIS,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
ENTEROCOCCUS FAECALIS,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
ENTEROBACTER AEROGENES,0,0,0,0,1,0,-1,-1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0,1,1.0,0
ENTEROCOCCUS FAECALIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ENTEROBACTER AEROGENES,0,0,0,0,1,0,-1,-1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,1.0,1.0
ENTEROBACTER AEROGENES,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0
ESCHERICHIA COLI,1,-1,0,1,1,0,1,1,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.0
ENTEROBACTER AEROGENES,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1.0
ESCHERICHIA COLI,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,1.0,0
STREPTOCOCCUS PNEUMONIAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ACINETOBACTER BAUMANNII,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ACINETOBACTER BAUMANNII,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1.0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
PROTEUS MIRABILIS,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,1.0,0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1.0,0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1.0,0
POSITIVE FOR METHICILLIN RESISTANT STAPH AUREUS,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,1.0,1.0
ENTEROCOCCUS SP.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0
ENTEROCOCCUS SP.,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENTEROBACTER CLOACAE,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0
KLEBSIELLA PNEUMONIAE,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1.0,0
STREPTOCOCCUS PNEUMONIAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KLEBSIELLA PNEUMONIAE,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0,0
PSEUDOMONAS AERUGINOSA,1,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,1.0,1.0
ESCHERICHIA COLI,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,0
ENTEROCOCCUS FAECIUM,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,-1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,-1,0,0,0,0,1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,1.0,1.0
ESCHERICHIA COLI,0,-1,-1,-1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-1,1,0,0,1,1.0,0
ENTEROCOCCUS SP.,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1.0
ACINETOBACTER BAUMANNII,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0
KLEBSIELLA PNEUMONIAE,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,0,1,0,0,1.0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ESCHERICHIA COLI,0,-1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1.0,0
ESCHERICHIA COLI,0,-1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.0,0
KLEBSIELLA PNEUMONIAE,0,0,-1,-1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,-1.0,0
ENTEROCOCCUS SP.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0
PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,0,1.0
ACINETOBACTER BAUMANNII,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0
CITROBACTER FREUNDII COMPLEX,1,0,0,0,-1,0,-1,-1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,-1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,1,1,0,1.0,1.0
POSITIVE FOR METHICILLIN RESISTANT STAPH AUREUS,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,1.0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,1.0,1.0
ACINETOBACTER BAUMANNII,0,0,1,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,-1,1,0,1.0,1.0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
PSEUDOMONAS AERUGINOSA,1,0,0,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0
PSEUDOMONAS AERUGINOSA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
ESCHERICHIA COLI,0,-1,-1,-1,1,0,1,1,0,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,-1.0,0
STAPHYLOCOCCUS  COAGULASE NEGATIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,-1,0,0,0,1,0,0,1.0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
STAPH AUREUS COAG +,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
